ParticipantName	MediaName	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX..MCSpx.	FixationPointY..MCSpx.	SaccadicAmplitude	AOI.color.key.Hit	AOI.B.Hit	AOI.B.2.Hit	AOI.B.3...leak.Hit	AOI.B.4.Hit	AOI.B.5.Hit	AOI.P.Hit	AOI.P.2.Hit	AOI.P.3.Hit	AOI.P.4...leak.Hit	AOI.J.Hit	AOI.J.2.Hit	AOI.J.3...sen_leak.Hit	AOI.J.4.Hit	AOI.leak.Hit
Yiling	job6	NA	7	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	6	NA	Fixation	333	1532	560	6.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	6	NA	Fixation	333	1532	560	6.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	6	NA	Fixation	333	1532	560	6.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	6	NA	Fixation	333	1532	560	6.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	6	NA	Fixation	333	1532	560	6.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	6	NA	Fixation	333	1532	560	6.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	6	NA	Fixation	333	1532	560	6.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	6	NA	Fixation	333	1532	560	6.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	6	NA	Fixation	333	1532	560	6.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	6	NA	Fixation	333	1532	560	6.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	6	NA	Fixation	333	1532	560	6.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	6	NA	Fixation	333	1532	560	6.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	6	NA	Fixation	333	1532	560	6.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	6	NA	Fixation	333	1532	560	6.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	6	NA	Fixation	333	1532	560	6.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	6	NA	Fixation	333	1532	560	6.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	6	NA	Fixation	333	1532	560	6.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	6	NA	Fixation	333	1532	560	6.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	6	NA	Fixation	333	1532	560	6.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	6	NA	Fixation	333	1532	560	6.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	NA	8	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	NA	8	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	7	NA	Fixation	317	1377	727	5.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	7	NA	Fixation	317	1377	727	5.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	7	NA	Fixation	317	1377	727	5.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	7	NA	Fixation	317	1377	727	5.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	7	NA	Fixation	317	1377	727	5.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	7	NA	Fixation	317	1377	727	5.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	7	NA	Fixation	317	1377	727	5.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	7	NA	Fixation	317	1377	727	5.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	7	NA	Fixation	317	1377	727	5.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	7	NA	Fixation	317	1377	727	5.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	7	NA	Fixation	317	1377	727	5.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	7	NA	Fixation	317	1377	727	5.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	7	NA	Fixation	317	1377	727	5.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	7	NA	Fixation	317	1377	727	5.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	7	NA	Fixation	317	1377	727	5.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	7	NA	Fixation	317	1377	727	5.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	7	NA	Fixation	317	1377	727	5.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	7	NA	Fixation	317	1377	727	5.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	7	NA	Fixation	317	1377	727	5.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	NA	9	Saccade	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	8	NA	Fixation	233	1426	700	1.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	8	NA	Fixation	233	1426	700	1.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	8	NA	Fixation	233	1426	700	1.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	8	NA	Fixation	233	1426	700	1.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	8	NA	Fixation	233	1426	700	1.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	8	NA	Fixation	233	1426	700	1.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	8	NA	Fixation	233	1426	700	1.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	8	NA	Fixation	233	1426	700	1.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	8	NA	Fixation	233	1426	700	1.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	8	NA	Fixation	233	1426	700	1.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	8	NA	Fixation	233	1426	700	1.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	8	NA	Fixation	233	1426	700	1.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	8	NA	Fixation	233	1426	700	1.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	8	NA	Fixation	233	1426	700	1.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	NA	10	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	NA	10	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	NA	10	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	NA	10	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	9	NA	Fixation	50	1242	211	13.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Yiling	job6	9	NA	Fixation	50	1242	211	13.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Yiling	job6	9	NA	Fixation	50	1242	211	13.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Yiling	job6	NA	11	Saccade	217	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	NA	11	Saccade	217	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	NA	11	Saccade	217	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	NA	11	Saccade	217	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	NA	11	Saccade	217	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	NA	11	Saccade	217	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	NA	11	Saccade	217	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	NA	11	Saccade	217	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	NA	11	Saccade	217	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	NA	11	Saccade	217	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	NA	11	Saccade	217	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	NA	11	Saccade	217	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	NA	11	Saccade	217	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	10	NA	Fixation	383	1194	222	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Yiling	job6	10	NA	Fixation	383	1194	222	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Yiling	job6	10	NA	Fixation	383	1194	222	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Yiling	job6	10	NA	Fixation	383	1194	222	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Yiling	job6	10	NA	Fixation	383	1194	222	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Yiling	job6	10	NA	Fixation	383	1194	222	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Yiling	job6	10	NA	Fixation	383	1194	222	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Yiling	job6	10	NA	Fixation	383	1194	222	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Yiling	job6	10	NA	Fixation	383	1194	222	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Yiling	job6	10	NA	Fixation	383	1194	222	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Yiling	job6	10	NA	Fixation	383	1194	222	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Yiling	job6	10	NA	Fixation	383	1194	222	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Yiling	job6	10	NA	Fixation	383	1194	222	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Yiling	job6	10	NA	Fixation	383	1194	222	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Yiling	job6	10	NA	Fixation	383	1194	222	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Yiling	job6	10	NA	Fixation	383	1194	222	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Yiling	job6	10	NA	Fixation	383	1194	222	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Yiling	job6	10	NA	Fixation	383	1194	222	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Yiling	job6	10	NA	Fixation	383	1194	222	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Yiling	job6	10	NA	Fixation	383	1194	222	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Yiling	job6	10	NA	Fixation	383	1194	222	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Yiling	job6	10	NA	Fixation	383	1194	222	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Yiling	job6	10	NA	Fixation	383	1194	222	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Yiling	job6	NA	12	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	NA	12	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	NA	12	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	NA	12	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yiling	job6	11	NA	Fixation	333	1383	134	5.54	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Yiling	job6	11	NA	Fixation	333	1383	134	5.54	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Yiling	job6	11	NA	Fixation	333	1383	134	5.54	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Yiling	job6	11	NA	Fixation	333	1383	134	5.54	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Yiling	job6	11	NA	Fixation	333	1383	134	5.54	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Yiling	job6	11	NA	Fixation	333	1383	134	5.54	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Yiling	job6	11	NA	Fixation	333	1383	134	5.54	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Yiling	job6	11	NA	Fixation	333	1383	134	5.54	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Yiling	job6	11	NA	Fixation	333	1383	134	5.54	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Yiling	job6	11	NA	Fixation	333	1383	134	5.54	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Yiling	job6	11	NA	Fixation	333	1383	134	5.54	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Yiling	job6	11	NA	Fixation	333	1383	134	5.54	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Yiling	job6	11	NA	Fixation	333	1383	134	5.54	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Yiling	job6	11	NA	Fixation	333	1383	134	5.54	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Yiling	job6	11	NA	Fixation	333	1383	134	5.54	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
